Type,Mobility,Operator,Trace,Total host,Client,Algorithm,Port,Segment,RTT,Throughput,Packets,MOS,Stall Duration,Rep_level,Byte Size,Buffer level,Width,Height
4g,pedestrian,Am,2,1,1,conv,40914,10,0.057,2004831.5992713347,186,3.714,0,4281,3013081,60000,1920,1080
4g,pedestrian,Am,2,1,1,conv,40920,11,26.729,3177238.3658313933,385,3.7760000000000002,0,4281,4955911,60000,1920,1080
4g,pedestrian,Am,2,1,1,conv,40924,12,8.278,2171157.676508192,417,3.8310000000000004,0,4281,5868640,60000,1920,1080
4g,pedestrian,Am,2,1,1,conv,40928,13,6.354,3545653.6082412717,399,3.8760000000000003,0,4281,7130946,60000,1920,1080
4g,pedestrian,Am,2,1,1,conv,40932,14,7.93,2542222.170409279,232,3.9189999999999996,0,4281,5015348,60000,1920,1080
4g,pedestrian,Am,2,1,1,conv,40936,15,13.383,2114786.519586834,436,3.964,0,4281,5773028,60000,1920,1080
4g,pedestrian,Am,2,1,1,conv,40940,16,50.615,1178478.3251363917,551,3.9960000000000004,0,4281,5612575,60000,1920,1080
4g,pedestrian,Am,2,1,1,conv,40944,17,10.853,1579709.0837358048,340,4.0280000000000005,0,4281,4724519,60000,1920,1080
4g,pedestrian,Am,2,1,1,conv,40948,18,19.585,1090214.2080114265,428,4.058,0,4281,3932339,60000,1920,1080
4g,pedestrian,Am,2,1,1,conv,40952,19,12.503,1510609.7308598724,655,4.085,0,4281,8094841,60000,1920,1080
4g,pedestrian,Am,2,1,1,conv,40956,20,15.405,1476500.4522384724,494,4.144,0,4281,5825938,60000,1920,1080
4g,pedestrian,Am,2,1,1,conv,40960,21,17.606,1123854.2485762122,460,4.177,0,4281,4004497,60000,1920,1080
4g,pedestrian,Am,2,1,1,conv,40964,22,17.93,1033585.6601471228,756,4.198,0,4281,7429905,58425,1920,1080
4g,pedestrian,Am,2,1,1,conv,40968,23,20.319,1378709.742990022,301,4.218,0,4281,4177908,60000,1920,1080
4g,pedestrian,Am,2,1,1,conv,40972,24,18.42,1243603.181423047,433,4.236000000000001,0,4281,4978217,60000,1920,1080
4g,pedestrian,Am,2,1,1,conv,40976,25,21.826,1057453.938210099,574,4.254,0,4281,6088967,60000,1920,1080
4g,pedestrian,Am,2,1,1,conv,40980,26,28.268,944084.01612448,586,4.273,0,4281,5502279,60000,1920,1080
4g,pedestrian,Am,2,1,1,conv,40984,27,28.518,842900.4163490791,520,4.288,0,4281,4792586,60000,1920,1080
4g,pedestrian,Am,2,1,1,conv,40988,28,18.372,613353.7383066393,1048,4.302,0,4281,7269652,54061,1920,1080
4g,pedestrian,Am,2,1,1,conv,40992,29,29.622,499624.2482899796,906,4.425,0,4281,5743267,50331,1920,1080
4g,pedestrian,Am,2,1,1,conv,40996,30,58.07,551707.1847461436,579,4.4430000000000005,0,4281,3912788,50961,1920,1080
4g,pedestrian,Am,2,1,1,conv,41000,31,29.912,734600.9482359454,926,4.455,0,4281,7434132,48488,1920,1080
4g,pedestrian,Am,2,1,1,conv,41004,32,42.988,377826.2322803099,1125,4.467,0,4281,5982919,40306,1920,1080
4g,pedestrian,Am,2,1,1,conv,41008,33,0.01,381113.7006450492,1121,4.478,0,4281,5753976,31813,1920,1080
4g,pedestrian,Am,2,1,1,conv,41012,34,50.296,662394.3549413657,659,4.488,0,4281,5088976,31626,1920,1080
4g,pedestrian,Am,2,1,1,conv,41016,35,32.947,341754.64627469744,1032,4.498,0,4281,4689673,24815,1920,1080
4g,pedestrian,Am,2,1,1,conv,41020,36,16.431,695196.4887012055,991,4.508,0,4281,7585424,21268,1920,1080
4g,pedestrian,Am,2,1,1,conv,41024,37,11.61,338550.8081045252,1310,4.249,480,4281,6462240,10000,1920,1080
4g,pedestrian,Am,2,1,1,conv,41028,38,0.009,226967.6161998679,1279,3.875,13116,4281,4399321,10000,1920,1080
4g,pedestrian,Am,2,1,1,conv,41034,39,0.009,301499.60262562963,570,3.6719999999999997,2543,3831,2343490,10000,1920,1080
4g,pedestrian,Am,2,1,1,conv,41038,40,195.276,262817.52989907685,459,3.4810000000000003,360,3011,1936444,10000,1280,720
4g,pedestrian,Am,2,1,1,conv,41042,41,0.048,224051.7040229093,765,3.237,5027,3011,2706629,10000,1280,720
4g,pedestrian,Am,2,1,1,conv,41046,42,242.067,322761.7003752163,684,3.0789999999999997,1885,2357,2836118,10000,1280,720
4g,pedestrian,Am,2,1,1,conv,41050,43,17.303,307274.3955176373,1065,2.93,8162,2357,4644609,10000,1280,720
4g,pedestrian,Am,2,1,1,conv,41054,44,186.546,290342.5775411194,1197,2.79,10294,2357,4793513,10000,1280,720
4g,pedestrian,Am,2,1,1,conv,41058,45,66.629,281145.97072452627,999,2.675,7778,2357,4076849,10000,1280,720
4g,pedestrian,Am,2,1,1,conv,41062,46,19.97,82249.88845218284,543,2.5660000000000003,9440,2357,1325533,10000,1280,720
4g,pedestrian,Am,2,1,1,conv,41066,47,33.717,177766.32021418368,685,2.4459999999999997,4987,1815,2062951,10000,736,414
4g,pedestrian,Am,2,1,1,conv,41070,48,66.504,131766.619225765,739,2.319,8927,1815,2036786,10000,736,414
4g,pedestrian,Am,2,1,1,conv,41074,49,0.01,137706.39933295222,466,2.228,3250,1815,1227195,10000,736,414
4g,pedestrian,Am,2,1,1,conv,41078,50,139.821,212445.95369235185,246,2.208,0,1085,720983,12986,640,360
4g,pedestrian,Am,2,1,1,conv,41082,51,126.82,132833.77508510262,406,2.2230000000000003,0,1085,1088753,11135,640,360
4g,pedestrian,Am,2,1,1,conv,41086,52,20.675,206631.97363971785,446,2.121,160,1085,1569404,10000,640,360
4g,pedestrian,Am,2,1,1,conv,41090,53,66.199,306981.10684590443,373,2.094,0,1085,1570074,11228,640,360
4g,pedestrian,Am,2,1,1,conv,41094,54,0.01,114513.74834423278,694,2.004,9615,1085,1845151,10000,640,360
4g,pedestrian,Am,2,1,1,conv,41098,55,0.011,86798.77066689279,1133,1.8730000000000002,26873,1085,2786658,10000,640,360
4g,pedestrian,Am,2,1,1,conv,41102,56,77.815,97224.2260488338,1012,1.796,20229,1085,2544041,10000,640,360
4g,pedestrian,Am,2,1,1,conv,41108,57,84.15,123494.21261905805,777,1.764,10362,1085,1998697,10000,640,360
4g,pedestrian,Am,2,1,1,conv,41112,58,49.551,94665.87168830798,268,1.696,1423,1085,675674,10000,640,360
4g,pedestrian,Am,2,1,1,conv,41116,59,0.01,107941.56763979381,867,1.719,15575,1085,2224630,10000,640,360
4g,pedestrian,Am,2,1,1,conv,41120,60,114.539,56858.90584560151,580,1.604,17206,751,1290281,10000,512,288
4g,pedestrian,Am,3,1,1,conv,41146,1,876.999,69397.83283247487,154,1.8780000000000001,0,237,361713,10000,320,180
4g,pedestrian,Am,3,1,1,conv,41150,2,0.01,93624.65831444242,129,1.8780000000000001,0,237,348932,20000,320,180
4g,pedestrian,Am,3,1,1,conv,41154,3,100.589,70520.70794004088,97,1.8780000000000001,0,237,232527,25990,320,180
4g,pedestrian,Am,3,1,1,conv,41158,4,134.894,82424.19504943048,223,1.889,0,379,558632,28310,384,216
4g,pedestrian,Am,3,1,1,conv,41162,5,0.009,166916.32774524126,147,1.8869999999999998,0,379,373620,32354,384,216
4g,pedestrian,Am,3,1,1,conv,41166,6,0.009,122686.64888796008,184,1.893,0,379,478828,35698,384,216
4g,pedestrian,Am,3,1,1,conv,41170,7,85.319,99691.99556003147,104,1.893,0,379,271013,42026,384,216
4g,pedestrian,Am,3,1,1,conv,41174,8,0.01,61733.05205233669,223,1.893,0,379,493031,42174,384,216
4g,pedestrian,Am,3,1,1,conv,41178,9,124.854,74096.37872400072,247,1.895,0,379,595525,42047,384,216
4g,pedestrian,Am,3,1,1,conv,41182,10,228.045,62097.01363714827,103,1.8940000000000001,0,379,224607,47171,384,216
4g,pedestrian,Am,3,1,1,conv,41186,11,203.877,61542.33159432764,176,1.893,0,379,395619,49367,384,216
4g,pedestrian,Am,3,1,1,conv,41190,12,166.559,50835.189609791465,271,1.883,0,379,584322,46550,384,216
4g,pedestrian,Am,3,1,1,conv,41194,13,0.01,36195.39998893349,298,1.8840000000000001,0,379,627100,37044,384,216
4g,pedestrian,Am,3,1,1,conv,41198,14,647.508,17073.58715351954,258,1.883,0,379,407884,21877,384,216
4g,pedestrian,Am,3,1,1,conv,41202,15,54.623,162837.23453751445,116,1.891,0,237,324217,27385,320,180
4g,pedestrian,Am,3,1,1,conv,41206,16,62.44,280818.662716308,145,1.892,0,379,514446,34122,384,216
4g,pedestrian,Am,3,1,1,conv,41210,17,0.01,74780.15696397307,336,1.9340000000000002,0,751,831790,28562,512,288
4g,pedestrian,Am,3,1,1,conv,41214,18,117.949,318693.8536012909,89,1.944,0,560,542911,35205,512,288
4g,pedestrian,Am,3,1,1,conv,41218,19,18.549,392508.6552258313,257,1.9780000000000002,0,751,1504580,39667,512,288
4g,pedestrian,Am,3,1,1,conv,41222,20,16.571,1465688.5449500144,128,2.075,0,1085,1430118,47075,640,360
4g,pedestrian,Am,3,1,1,conv,41226,21,0.01,708037.9674962448,440,2.182,0,3011,2855387,50377,1280,720
4g,pedestrian,Am,3,1,1,conv,41230,22,39.849,741810.4758895044,663,2.249,0,3011,5335301,51302,1280,720
4g,pedestrian,Am,3,1,1,conv,41234,23,28.813,1326416.6593827652,314,2.3369999999999997,0,3831,3717701,56683,1920,1080
4g,pedestrian,Am,3,1,1,conv,41238,24,5.204,2242952.64942717,290,2.434,0,4281,4978217,60000,1920,1080
4g,pedestrian,Am,3,1,1,conv,41242,25,16.754,1674524.4090880717,558,2.656,0,4281,6088967,60000,1920,1080
4g,pedestrian,Am,3,1,1,conv,41246,26,21.274,1430921.827646664,447,2.71,0,4281,5502279,60000,1920,1080
4g,pedestrian,Am,3,1,1,conv,41250,27,12.931,891655.5755693482,586,2.76,0,4281,4792586,60000,1920,1080
4g,pedestrian,Am,3,1,1,conv,41254,28,21.59,1116255.441645416,706,2.793,0,4281,7269652,60000,1920,1080
4g,pedestrian,Am,3,1,1,conv,41258,29,18.008,887547.6283893866,634,2.844,0,4281,5743267,60000,1920,1080
4g,pedestrian,Am,3,1,1,conv,41262,30,47.249,489548.7996460948,665,2.873,0,4281,3912788,59308,1920,1080
4g,pedestrian,Am,3,1,1,conv,41266,31,45.031,142585.04843042747,2114,2.9010000000000002,0,4281,7434132,14827,1920,1080
4g,pedestrian,Am,3,1,1,conv,41272,32,0.01,403935.69590308476,1076,2.766,3317,4281,5982919,10000,1920,1080
4g,pedestrian,Am,3,1,1,conv,41276,33,6.617,1534164.358879539,606,2.806,0,4281,5753976,13797,1920,1080
4g,pedestrian,Am,3,1,1,conv,41280,34,4.603,2584195.5441271155,421,2.844,0,4281,5088976,19354,1920,1080
4g,pedestrian,Am,3,1,1,conv,41284,35,8.455,1446097.0256621512,527,2.873,0,4281,4689673,23583,1920,1080
4g,pedestrian,Am,3,1,1,conv,41288,36,2.598,1051875.853492678,813,2.8939999999999997,0,4281,7585424,23719,1920,1080
4g,pedestrian,Am,3,1,1,conv,41292,37,4.43,2406452.2687614923,520,2.9139999999999997,0,4281,6462240,28372,1920,1080
4g,pedestrian,Am,3,1,1,conv,41296,38,8.163,1107883.4799289976,535,2.9330000000000003,0,4281,4399321,31653,1920,1080
4g,pedestrian,Am,3,1,1,conv,41300,39,0.009,1476423.719775096,366,2.975,0,4281,2632739,35081,1920,1080
4g,pedestrian,Am,3,1,1,conv,41304,40,6.349,1652243.2901473783,288,3.005,0,4281,2872119,40471,1920,1080
4g,pedestrian,Am,3,1,1,conv,41308,41,17.127,1054089.9407004782,489,3.034,0,4281,3919848,43816,1920,1080
4g,pedestrian,Am,3,1,1,conv,41312,42,7.475,1709412.4788494513,492,3.062,0,4281,4981391,47964,1920,1080
4g,pedestrian,Am,3,1,1,conv,41316,43,4.296,2284258.763768726,575,3.0789999999999997,0,4281,8408931,51213,1920,1080
4g,pedestrian,Am,3,1,1,conv,41320,44,5.11,2305676.326410421,634,3.095,0,4281,8918078,54218,1920,1080
4g,pedestrian,Am,3,1,1,conv,41324,45,6.694,2022072.5666381472,534,3.134,0,4281,7158472,57528,1920,1080
4g,pedestrian,Am,3,1,1,conv,41328,46,2.995,4408954.872460851,213,3.1489999999999996,0,4281,2396646,60000,1920,1080
4g,pedestrian,Am,3,1,1,conv,41332,47,4.686,1860415.2719471275,528,3.158,0,4281,6219080,59589,1920,1080
4g,pedestrian,Am,3,1,1,conv,41336,48,3.623,1755757.1742745615,565,3.173,0,4281,5369509,60000,1920,1080
4g,pedestrian,Am,3,1,1,conv,41340,49,11.236,1094234.806873548,384,3.187,0,4281,2641585,60000,1920,1080
4g,pedestrian,Am,3,1,1,conv,41344,50,8.533,1166152.4811812774,338,3.201,0,4281,3001799,60000,1920,1080
4g,pedestrian,Am,3,1,1,conv,41348,51,16.233,1682162.594036269,450,3.214,0,4281,3974811,60000,1920,1080
4g,pedestrian,Am,3,1,1,conv,41352,52,5.457,1536544.3757333746,625,3.227,0,4281,6010291,60000,1920,1080
4g,pedestrian,Am,3,1,1,conv,41356,53,7.075,2678450.8133780784,461,3.24,0,4281,6027275,60000,1920,1080
4g,pedestrian,Am,3,1,1,conv,41360,54,11.872,2307853.67209548,362,3.253,0,4281,6451133,60000,1920,1080
4g,pedestrian,Am,3,1,1,conv,41364,55,0.009,1877511.591418853,735,3.265,0,4281,8000494,60000,1920,1080
4g,pedestrian,Am,3,1,1,conv,41368,56,10.79,1574200.7382447957,729,3.2769999999999997,0,4281,8338140,60000,1920,1080
4g,pedestrian,Am,3,1,1,conv,41372,57,0.049,1117807.6729021692,608,3.2889999999999997,0,4281,6172110,59863,1920,1080
4g,pedestrian,Am,3,1,1,conv,41376,58,3.81,2600794.8370421035,363,3.3,0,4281,3509441,60000,1920,1080
4g,pedestrian,Am,3,1,1,conv,41380,59,5.329,2683857.420302997,410,3.315,0,4281,7452474,58699,1920,1080
4g,pedestrian,Am,3,1,1,conv,41384,60,10.385,1610681.7443285994,676,3.33,0,4281,8133626,59573,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41416,1,0.01,601823.4150705272,46,1.8780000000000001,0,237,361713,10000,320,180
4g,pedestrian,Bm,1,1,1,conv,41420,2,31.291,554012.0273550926,42,1.8780000000000001,0,237,348932,20000,320,180
4g,pedestrian,Bm,1,1,1,conv,41424,3,33.857,560545.3215099461,98,2.068,0,751,739055,28040,512,288
4g,pedestrian,Bm,1,1,1,conv,41428,4,30.97,592495.8018595035,191,2.33,0,1085,1514485,34794,640,360
4g,pedestrian,Bm,1,1,1,conv,41432,5,51.059,578507.1409208749,219,2.553,0,1815,1628096,41213,736,414
4g,pedestrian,Bm,1,1,1,conv,41436,6,0.01,550135.47270747,495,3.0010000000000003,0,2357,3174351,43653,1280,720
4g,pedestrian,Bm,1,1,1,conv,41440,7,40.802,524579.4826403558,225,3.154,0,2357,1632548,49613,1280,720
4g,pedestrian,Bm,1,1,1,conv,41444,8,47.172,635727.86122117,496,3.2539999999999996,0,3011,3850125,52601,1280,720
4g,pedestrian,Bm,1,1,1,conv,41448,9,0.056,624134.5335414844,643,3.363,0,3011,4746951,53911,1280,720
4g,pedestrian,Bm,1,1,1,conv,41452,10,17.321,785505.870210679,231,3.4739999999999998,0,3011,2112536,60000,1280,720
4g,pedestrian,Bm,1,1,1,conv,41456,11,10.044,1414648.9481683644,352,3.556,0,3831,4445066,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41460,12,7.579,1738623.6621192025,464,3.6239999999999997,0,4281,5868640,59849,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41464,13,1.66,2016269.7275005127,497,3.673,0,4281,7130946,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41468,14,16.785,2110738.62361897,393,3.722,0,4281,5015348,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41472,15,2.998,2294596.5077398005,406,3.7689999999999997,0,4281,5773028,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41476,16,2.489,3054839.3961510807,459,3.802,0,4281,5612575,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41480,17,2.318,3926589.981126415,382,3.8369999999999997,0,4281,4724519,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41484,18,2.254,4220109.60838664,221,3.87,0,4281,3932339,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41488,19,1.42,3961704.649618344,672,3.9010000000000002,0,4281,8094841,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41492,20,3.907,3115931.7744483626,402,3.9389999999999996,0,4281,5825938,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41496,21,0.049,2833697.562023717,173,3.966,0,4281,4004497,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41500,22,1.966,2162032.6359372423,502,3.991,0,4281,7429905,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41504,23,3.706,3633152.811908154,332,4.013999999999999,0,4281,4177908,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41508,24,0.058,5968582.006167067,243,4.0360000000000005,0,4281,4978217,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41512,25,0.051,6321080.851019656,271,4.053,0,4281,6088967,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41516,26,0.049,6046189.447497907,248,4.072,0,4281,5502279,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41520,27,0.051,6058390.62675783,295,4.09,0,4281,4792586,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41524,28,0.049,4393479.289561775,512,4.112,0,4281,7269652,59420,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41528,29,2.712,6228168.036608905,268,4.1739999999999995,0,4281,5743267,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41532,30,2.723,6400945.17092577,211,4.207,0,4281,3912788,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41536,31,2.792,6255175.164259877,329,4.2219999999999995,0,4281,7434132,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41540,32,3.054,6256457.338847555,282,4.236000000000001,0,4281,5982919,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41544,33,1.588,6227281.33579934,367,4.249,0,4281,5753976,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41548,34,3.595,5227897.110337247,284,4.262,0,4281,5088976,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41552,35,0.367,5325030.344249694,235,4.273,0,4281,4689673,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41558,36,3.607,5953843.610850853,455,4.282,0,4281,7585424,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41562,37,0.055,5769166.688221396,484,4.292,0,4281,6462240,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41566,38,0.048,4754729.01191939,224,4.31,0,4281,4399321,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41570,39,0.053,5149236.013462904,197,4.343,0,4281,2632739,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41574,40,0.01,4624615.399477378,325,4.354,0,4281,2872119,59527,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41578,41,3.877,4919591.279935846,234,4.363,0,4281,3919848,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41582,42,0.047,5672623.979169132,120,4.372,0,4281,4981391,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41586,43,0.047,4391809.628063608,378,4.38,0,4281,8408931,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41590,44,8.278,2189255.680812555,561,4.388,0,4281,8918078,57953,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41594,45,5.904,1866453.6193107774,464,4.396,0,4281,7158472,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41598,46,7.587,2478141.6555952462,233,4.405,0,4281,2396646,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41602,47,1.97,2177811.5730354,516,4.416,0,4281,6219080,58945,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41606,48,0.048,2546822.8352712123,289,4.423,0,4281,5369509,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41610,49,10.856,2119100.0636898736,228,4.476,0,4281,2641585,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41614,50,11.553,1544357.481431333,322,4.4830000000000005,0,4281,3001799,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41618,51,7.403,2460550.1554620317,300,4.49,0,4281,3974811,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41622,52,9.22,1429546.6442905932,523,4.496,0,4281,6010291,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41626,53,6.182,2085349.3440188097,460,4.502,0,4281,6027275,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41630,54,3.512,2092525.289088821,510,4.508,0,4281,6451133,59924,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41634,55,10.141,1544815.6109669737,666,4.513999999999999,0,4281,8000494,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41638,56,10.265,1736147.7072630804,644,4.52,0,4281,8338140,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41642,57,4.229,2344493.0005184803,413,4.525,0,4281,6172110,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41646,58,10.754,2315353.4416617244,218,4.53,0,4281,3509441,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41650,59,9.862,2289700.7845760165,598,4.5360000000000005,0,4281,7452474,60000,1920,1080
4g,pedestrian,Bm,1,1,1,conv,41654,60,20.968,1586766.8555124188,723,4.544,0,4281,8133626,59406,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41686,1,0.01,223866.67557343503,128,1.8780000000000001,0,237,361713,10000,320,180
4g,pedestrian,Bm,2,1,1,conv,41690,2,4.388,2530081.52937869,172,2.407,0,1085,1529691,20000,640,360
4g,pedestrian,Bm,2,1,1,conv,41694,3,2.989,2192594.932273675,421,3.127,0,4281,4255058,27477,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41698,4,5.152,3929702.9116454986,366,3.429,0,4281,6169161,35255,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41702,5,3.607,5461872.8892281335,207,3.614,0,4281,3033758,43998,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41706,6,1.179,3846235.174570191,397,3.7230000000000003,0,4281,5893165,51661,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41710,7,3.467,4183049.061106592,221,3.8169999999999997,0,4281,3169830,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41714,8,6.335,2702946.8535639727,288,3.8989999999999996,0,4281,5664138,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41718,9,1.197,3123902.530152837,390,3.9610000000000003,0,4281,6688597,59920,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41722,10,5.792,2445827.539997354,203,4.0569999999999995,0,4281,3013081,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41726,11,2.269,4174020.551181302,414,4.138,0,4281,4955911,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41730,12,2.933,4228422.947125125,552,4.183,0,4281,5868640,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41734,13,1.79,3985444.060930954,298,4.224,0,4281,7130946,59579,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41738,14,4.93,4024131.60094803,299,4.256,0,4281,5015348,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41742,15,4.717,3712559.644000874,448,4.29,0,4281,5773028,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41746,16,8.089,2413572.907506509,432,4.317,0,4281,5612575,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41750,17,8.045,2801174.600596075,283,4.343999999999999,0,4281,4724519,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41754,18,6.722,2380162.5081329723,360,4.365,0,4281,3932339,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41758,19,4.722,3217906.7597751818,660,4.3839999999999995,0,4281,8094841,59686,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41762,20,9.723,2788232.7999180686,517,4.48,0,4281,5825938,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41766,21,8.127,3050907.6032676306,287,4.501,0,4281,4004497,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41770,22,0.01,2742378.87569366,640,4.5169999999999995,0,4281,7429905,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41774,23,2.746,2850685.59603564,321,4.531000000000001,0,4281,4177908,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41778,24,1.29,2716612.317417079,475,4.544,0,4281,4978217,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41782,25,4.98,2905039.361588948,389,4.556,0,4281,6088967,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41786,26,0.433,3775999.8243243517,265,4.567,0,4281,5502279,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41790,27,6.016,3439723.519435958,463,4.578,0,4281,4792586,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41794,28,2.393,2896037.659483947,380,4.588,0,4281,7269652,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41800,29,1.397,2756502.1577872317,425,4.5969999999999995,0,4281,5743267,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41804,30,19.178,2556223.3346551005,199,4.606,0,4281,3912788,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41808,31,3.482,3053458.8392238487,526,4.614,0,4281,7434132,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41812,32,2.56,3800585.54160693,358,4.622,0,4281,5982919,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41816,33,4.609,4090797.023505266,386,4.629,0,4281,5753976,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41820,34,8.885,1847289.3940955861,406,4.636,0,4281,5088976,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41824,35,5.747,1723878.627483413,416,4.643,0,4281,4689673,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41828,36,6.779,2109661.00356206,458,4.649,0,4281,7585424,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41832,37,10.647,1884864.4202752719,438,4.655,0,4281,6462240,60000,1920,1080
4g,pedestrian,Bm,2,1,1,conv,41836,38,9.677,1611921.3887403,334,4.6610000000000005,0,4281,4399321,60000,1920,1080
